word,phonetic,pos,meaning,example,example_zh
domestic,də'mestɪk,adj.,国内的；家庭的；驯养的,Domestic flights are cheaper this month.,本月国内航班更便宜。
dominance,,n.,"支配,优势",,
dominant,,adj.,占优势的,,
dominate,,vi.,拥有优势 vt. 在…中占首要地位；支配，统治，控制；耸立于，俯视,,
domination,,n.,主导,,
donate,dəʊ'neɪt,v.,捐赠；捐献,He donated blood twice a year.,他每年献血两次。
donation,,n.,捐赠,,
donkey,,n.,驴,,
donor,,n.,捐赠者,,
doom,,n.,厄运，毁灭 v. 注定,,
door,,n.,门；通道；一家,,
dorm,,n.,宿舍,,
dormitory,,n.,宿舍,,
dosage,,n.,剂量,,
dose,,n.,剂量，用量；一剂,,
dot,,n.,点，圆点 v. 打点于,,
double,'dʌbl,adj./v.,两倍的；加倍,The price has doubled in five years.,五年里价格翻了一番。
doubt,daʊt,n./v.,怀疑；疑问,There is no doubt that she will win.,毫无疑问她会赢。
doubtful,,adj.,难以预测的；怀疑的,,
doubtless,,adv.,无疑地；很可能,,
dove,,n.,鸽子，斑鸠,,
down,,adv.,向下；在下面,,
downfall,,n.,（雨等的）大下特下,,
download,,v.,下载,,
downsize,,v.,裁员,,
downstairs,,adv.,在楼下 adj. 楼下的,,
downtown,,adv.,往闹市区；在市区 adj. 市中心的 n. 市中心区；三分线以外,,
downward,,adj.,向下的 adv. 向下地,,
dozen,,n.,一打，十二个,,
draft,drɑːft,n./v.,草稿；起草,Write a draft before the final essay.,写定稿前先写个草稿。
drag,dræɡ,v.,拖；拉；拖动,He dragged the heavy box across the floor.,他拖着沉重的箱子穿过地板。
dragon,,n.,龙,,
drain,,v.,排去；放水 n. 耗竭,,
drainage,,n.,排水；下水道,,
drama,,n.,戏剧,,
dramatic,drə'mætɪk,adj.,戏剧性的；巨大的；急剧的,There was a dramatic change in the weather.,天气发生了急剧变化。
dramatically,,adv.,戏剧性地，引人注目地,,
drastic,,adj.,激烈的；严厉的,,
draught,,n.,穿堂风，冷风 adj. 〔啤酒〕桶装的，散装的,,
draw,drɔː,v.,画；拉；吸引；得出,She drew a picture of the sunset.,她画了一幅日落图。
drawer,,n.,抽屉,,
drawing,,n.,图画，素描；绘图,,
dread,,n.,畏惧；恐怖 v. 惧怕,,
dream,,n.,梦；梦想 v. 做梦,,
dress,,n.,服装,,
drift,,v.,漂流；漂泊 n. 趋势；流动,,
drill,,n.,钻头；操练 v. 钻孔,,
drink,,v.,饮 n. 饮料,,
drip,,v.,滴下；漏水 n. 水滴,,
drive,,v.,驾驶；打入；驱,,
driver,,n.,驾驶员，司机,,
drop,drɒp,v./n.,掉落；下降；滴,The temperature dropped below zero.,气温降到了零度以下。
dropout,,n.,辍学者,,
drought,,n.,旱灾，干旱,,
drown,,v.,淹死，溺死,,
drug,,n.,药，药物，药材,,
drum,,n.,鼓；鼓状物；圆桶,,
drunk,,adj.,醉的；陶醉的,,
dry,,adj.,干的，干燥的,,
dual,,adj.,双的， 两重的,,
duck,,n.,鸭；中文释义: 雌鸭；鸭肉,,
due,djuː,adj.,到期的；应有的；由于,The rent is due on the first day of the month.,房租每月一号到期。
dull,,adj.,枯燥的；不鲜明的,,
dumb,,adj.,哑的；无言的,,
dump,,v.,扔下，倾倒；倾销,,
durability,,n.,持久,,
durable,,adj.,持久的，耐用的,,
duration,,n.,持续，持久,,
during,,prep.,在…期间,,
dusk,,n.,薄暮，黄昏，幽暗,,
dust,,n.,灰尘,,
dusty,,adj.,"满是灰尘的, 粉状的",,
duty,'djuːti,n.,责任；义务；职责,It is our duty to protect the environment.,保护环境是我们的责任。
dwelling,,n.,住处，寓所,,
dye,,v.,染 n. 染料；染色,,
dying,,adj.,垂死的；临终的,,
dynamic,daɪ'næmɪk,adj.,有活力的；动态的,She is a dynamic and creative leader.,她是一位充满活力和创造力的领导者。
dynamics,,n.,动力学,,
dynasty,,n.,王朝，朝代,,
each,,,"det,pron. 各，各自",,
eager,'iːɡə,adj.,渴望的；热切的,The students are eager to learn new words.,学生们渴望学习新单词。
eagle,,n.,鹰,,
ear,,n.,耳朵；听力，听觉,,
early,,adv.,早 adj. 早的，早期的,,
earn,ɜːn,v.,赚得；赢得,He earns money by teaching English.,他靠教英语赚钱。
earnest,,adj.,认真的，诚恳的,,
earnings,,n.,工资，收入；收益,,
earth,,n.,地球；陆地，地面,,
earthquake,,n.,地震；大震荡,,
ease,,n.,轻松，舒适,,
easily,,adv.,容易地,,
east,,n.,东；东部 adv. 在东方,,
eastern,,adj.,朝东的；东方的,,
easy,,adj.,容易的；安逸的,,
easygoing,,adj.,脾气随和的，温和的,,
eat,,v.,吃,,
echo,,n.,回声，反响 v. 重复,,
ecological,,adj.,生态学的,,
ecology,,n.,生态学；个体生态学,,
economic,ˌiːkə'nɒmɪk,adj.,经济的；经济学的,The country faces economic growth this year.,今年该国经济将实现增长。
economical,,adj.,节约的；经济的,,
economics,,n.,经济学；经济,,
economist,,n.,经济学者,,
economy,ɪ'kɒnəmi,n.,经济；节约,Tourism is important to the local economy.,旅游业对当地经济很重要。
edge,,n.,边缘，边；刀口,,
edit,,v.,编校；编辑；剪辑,,
edition,ɪ'dɪʃn,n.,版本；版次,This is the latest edition of the dictionary.,这是词典的最新版本。
editor,,n.,编辑，编者，校订者,,
editorial,,adj.,编辑的，主笔的，编者的；社论的，社论式的 n. 社论， 重要评论,,
educate,'edjukeɪt,v.,教育；培养,Parents educate their children at home and school.,父母在家和学校共同教育孩子。
education,,n.,教育；训导,,
educational,,adj.,教育的， 教育性的,,
educator,,n.,教育家,,
effect,ɪ'fekt,n.,效果；影响,The medicine had a quick effect.,这药很快见效。
effective,,adj.,有效的；有影响的,,
efficiency,,n.,效率；效能；功效,,
efficient,ɪ'fɪʃnt,adj.,高效的；效率高的,Email is an efficient way to communicate.,电子邮件是高效的沟通方式。
efficiently,,adj.,有效地,,
effort,'efət,n.,努力；尝试,Learning takes time and effort.,学习需要时间和努力。
egg,,n.,蛋，卵；蛋，鸡蛋,,
eight,,num.,八，八个,,
eighteen,,num.,十八，十八个,,
eighth,,num.,第八 n. 八分之一,,
eighty,,num.,八十，八十个,,
either,,,"det,pron. （两者）任何一个",,
elaborate,,adj.,复杂的；精心制作的,,
elastic,,n.,松紧带 adj. 有弹性的,,
elbow,,n.,肘，肘部；弯管,,
elder,,adj.,年龄较大的 n. 长者,,
elderly,,adj.,较老的，年长的 n. 到了晚年的人， 老年人,,
elect,ɪ'lekt,v.,选举；推选,The class elected her as monitor.,全班选她当班长。
election,,n.,选举；当选,,
elective,,adj.,选举的，有选举权的；可任意选择的 n. 选修课程,,
electric,ɪ'lektrɪk,adj.,电的；用电的,Electric cars are becoming popular.,电动汽车越来越受欢迎。
electrical,,adj.,电的，电气科学的,,
electrician,,n.,电工，电气技师,,
electricity,,n.,电，电学；电流,,
electron,,n.,电子,,
electronic,,adj.,电子的,,
electronically,,adv.,"电子地, 通过电子手段",,
electronics,,n.,电子学,,
elegance,,n.,"高雅,典雅",,
elegant,,adj.,优雅的,,
element,'elɪmənt,n.,元素；要素；成分,Trust is a key element of friendship.,信任是友谊的关键要素。
elementary,,adj.,基本的；初级的,,
elephant,,n.,象,,
elevate,,v.,提升；举起,,
elevation,,n.,高度，海拔,,
elevator,,n.,电梯；升降机,,
eleven,,num.,十一，十一个,,
eleventh,,adj.,第十一（个）,,
eliminate,,v.,消除,,
elimination,,n.,排除，消除；消灭,,
elite,,n.,精英,,
else,,adv.,其它，另外 adj. 别的,,
elsewhere,,adv.,在别处，向别处,,
embarrass,ɪm'bærəs,v.,使尴尬；使难堪,The question embarrassed me.,这个问题让我很尴尬。
embarrassed,,adj.,尴尬的；窘迫的,,
embassy,,n.,大使馆； 大使馆全体成员,,
embrace,,v.,拥抱；欣然接受，乐意采纳 (新思想、意见、宗教等),,
emerge,ɪ'mɜːdʒ,v.,出现；浮现,New problems emerged during the project.,项目期间出现了新问题。
emergence,,n.,出现，发生,,
emergency,ɪ'mɜːdʒənsi,n.,紧急情况；突发事件,Call 120 in an emergency.,紧急情况下请拨打 120。
emission,,n.,排放，辐射,,
emit,,v.,发出，排出,,
emotion,ɪ'məʊʃn,n.,情感；情绪,She spoke with deep emotion.,她带着深厚的感情说话。
emotional,,adj.,情绪(上)的，情感(上)的；激起感情的； 敏感的；情绪激动的〔尤指哭泣〕,,
emperor,,n.,皇帝,,
emphasis,,n.,强调，重点，重要性,,
emphasize,,v.,强调,,
empire,,n.,帝国,,
employ,ɪm'plɔɪ,v.,雇用；使用,The factory employs 500 workers.,这家工厂雇用了 500 名工人。
employee,,n.,受雇者，雇员，雇工,,
employer,,n.,雇佣者，雇主,,
employment,,n.,工作；职业；雇用；使用,,
empower,,vt.,授权于； 使能够,,
empress,,n.,"皇后, 女皇帝, 皇太后, 极有权力的女人",,
empty,,adj.,空的；空洞的,,
enable,ɪ'neɪbl,v.,使能够；使可能,The scholarship enabled her to study abroad.,奖学金使她能够出国留学。
enclose,,v.,附上；围住，圈起,,
encounter,ɪn'kaʊntə,v./n.,遭遇；邂逅,We encountered many difficulties on the way.,途中我们遇到许多困难。
encourage,ɪn'kʌrɪdʒ,v.,鼓励；支持,My teacher encouraged me to speak English.,老师鼓励我说英语。
encouragement,,n.,"鼓励, 奖励",,
end,,n.,末端；目标 v. 结束,,
endanger,,v.,危及，危害，濒临危险,,
ending,,n.,结尾，结局,,
endless,,adj.,无止境的,,
endurance,,n.,耐力,,
endure,ɪn'djʊə,v.,忍受；持续,They endured the long journey patiently.,他们耐心地忍受了漫长的旅程。
enemy,,n.,敌人；仇敌；敌兵,,
energetic,,adj.,精力充沛的,,
energy,'enədʒi,n.,能量；精力,Solar energy is clean and renewable.,太阳能清洁可再生。
enforce,,v.,实施，执行；强制,,
engage,ɪn'ɡeɪdʒ,v.,从事；吸引；订婚,She engaged in volunteer work.,她从事志愿工作。
engagement,,n.,婚约,,
engine,'endʒɪn,n.,发动机；引擎,The engine makes a strange noise.,发动机发出奇怪的噪音。
engineer,,n.,工程师，技师,,
engineering,,n.,工程；工程学,,
england,,n.,英格兰；英国,,
english,,n.,英语 adj. 英国人的,,
englishman,,n.,英国男子,,
enhance,,v.,提高；加强；增加,,
enhancement,,n.,"增进, 增加",,
enjoy,,v.,享受；欣赏，喜爱,,
enjoyable,,adj.,"有趣的, 愉快的",,
enjoyment,,n.,"享乐, 快乐",,
enlarge,,v.,扩大，扩展；放大,,
enlighten,,v.,启发，开导；启蒙,,
enlightenment,,n.,启发， 开导； 开明， 文明,,
enormous,ɪ'nɔːməs,adj.,巨大的；庞大的,The project required an enormous amount of money.,这个项目需要巨额资金。
enough,,,det. 足够的 adv. 足够地,,
enquire,,v.,询问,,
enquiry,,n.,询问,,
enrich,,v.,丰富；使富有,,
enroll,,v.,注册,,
enrollment,,n.,入学人数,,
ensure,ɪn'ʃʊə,v.,确保；保证,Please ensure that all windows are closed.,请确保所有窗户都关好。
enter,,v.,走进，进入；参加,,
enterprise,'entəpraɪz,n.,企业；事业；进取心,Small enterprises create many jobs.,小企业创造了许多就业机会。
enterprising,,adj.,"有事业心的, 有进取心的",,
entertain,ˌentə'teɪn,v.,娱乐；招待,The clown entertained the children.,小丑逗孩子们开心。
entertaining,,adj.,有趣的，使人愉快的,,
entertainment,,n.,娱乐,,
enthusiasm,ɪn'θjuːziæzəm,n.,热情；热忱,She showed great enthusiasm for music.,她对音乐表现出极大的热情。
enthusiast,,n.,"热心家, 狂热者",,
enthusiastic,,adj.,热情的，热心的,,
entire,ɪn'taɪə,adj.,全部的；整个的,He spent the entire day reading.,他花了一整天读书。
entitle,,v.,使具有权利，使具有资格,,
entrance,,n.,入口，门口；进入,,
entrepreneur,,n.,企业家,,
entrepreneurial,,adj.,"企业家的, 企业性质的",,
entry,,n.,入口处；登记；进入,,
envelope,,n.,信封；封套；封皮,,
environment,ɪn'vaɪrənmənt,n.,环境,We should protect the environment.,我们应该保护环境。
environmental,,adj.,环境的，环境产生的,,
environmentalist,,n.,"环境保护论者, 环境论者, 环境论信奉者",,
envy,,v.,妒忌；羡慕 n. 妒忌；羡慕,,
epidemic,,adj.,流行性的；传染的 n. 流行病； 传播,,
episode,,n.,一个事件； 插曲， 片段； 连续剧的一集,,
equal,'iːkwəl,adj./v.,相等的；等于,Everyone deserves equal opportunities.,每个人都应享有平等的机会。
equality,,n.,平等,,
equation,,n.,方程（式）；等式,,
equip,,v.,装备，配备,,
equipment,ɪ'kwɪpmənt,n.,设备；装备,The lab is full of modern equipment.,实验室里都是现代化设备。
equivalence,,n.,等值，相等,,
equivalent,,adj.,相等的，相当的,,
era,,n.,纪元，年代,,
erase,,v.,抹去；擦除,,
erect,,v.,建造；使竖立,,
erroneous,,adj.,错误的， 不正确的,,
error,'erə,n.,错误；差错,The report contains several spelling errors.,报告里有几个拼写错误。
escape,ɪ'skeɪp,v./n.,逃跑；逃避,The bird escaped from the cage.,鸟从笼子里逃走了。
especially,,adv.,尤其；特别，格外,,
essay,,n.,散文，文章,,
essence,,n.,本质，本体,,
essential,ɪ'senʃl,adj.,必不可少的；本质的,Water is essential for life.,水对生命必不可少。
essentially,,adv.,本质上，根本上,,
establish,ɪ'stæblɪʃ,v.,建立；设立,The school was established in 1920.,这所学校创办于 1920 年。
establishment,,n.,确立,,
estate,,n.,土地， 住宅区， 地产； 财产， 遗产； 庄园， 种植园,,
esteem,,n.,自尊,,
estimate,'estɪmeɪt,v./n.,估计；估算,We estimate the journey will take two hours.,我们估计旅程需要两小时。
eternal,,adj.,永久的；不朽的,,
ethic,,n.,道德准则， 行为准则， 伦理标准；,,
ethics,,n.,伦理学；伦理观；道德标准,,
ethnic,,adj.,种族的,,
europe,,n.,欧洲,,
european,,adj.,欧洲的 n. 欧洲人,,
evaluate,ɪ'væljueɪt,v.,评估；评价,Teachers evaluate students' progress monthly.,老师每月评估学生进步。
evaluation,,n.,评价，评估,,
evaporate,,v.,使蒸发,,
eve,,n.,前夜，前夕,,
even,,adv.,甚至；甚至更，还,,
evening,,n.,傍晚，黄昏，晚上,,
evenly,,adv.,一致地；平静地,,
event,ɪ'vent,n.,事件；活动,The school holds a sports event every year.,学校每年举办一次运动会。
eventual,,adj.,"最后的, 结局的",,
eventually,,adv.,终于；最后,,
ever,,adv.,在任何时候；曾经,,
everlasting,,adj.,永恒的,,
every,,,det. 每一的；每隔…的,,
everybody,,pron.,每人，人人,,
everyday,,adj.,每天的，日常的,,
everyone,,pron.,每人，人人,,
everything,,pron.,每件事，事事,,
everywhere,,adv.,到处，处处,,
evidence,'evɪdəns,n.,证据；迹象,There is no evidence that he was there.,没有证据表明他在那里。
evident,,adj.,明显的,,
evidently,,adv.,明显地， 显然,,
evil,,n.,邪恶，罪恶,,
evolution,,n.,演变，进化,,
evolutionary,,adj.,进化的；演变的,,
evolve,,v.,使发展,,
exact,ɪɡ'zækt,adj.,确切的；精确的,What is the exact time of the meeting?,会议的确切时间是几点？
exactly,,adv.,确切地；恰恰正是,,
exaggerate,,v.,夸张,,
exaggeration,,n.,夸张； 夸大之词,,
exam,,n.,考试；检查，细查,,
examination,,n.,考试；检查，细查,,
examine,ɪɡ'zæmɪn,v.,检查；考试；审查,The doctor examined the patient carefully.,医生仔细检查了病人。
example,ɪɡ'zɑːmpl,n.,例子；榜样,This is a good example of teamwork.,这是团队合作的好例子。
exceed,ɪk'siːd,v.,超过；超出,Do not exceed the speed limit.,不要超速行驶。
exceedingly,,adv.,极端地，非常,,
excel,,v.,胜过，杰出,,
excellence,,n.,"优秀, 卓越",,
excellent,,adj.,卓越的，杰出的，极好的,,
except,ɪk'sept,prep.,除……之外,Everyone came except Tom.,除汤姆外大家都来了。
exception,,n.,例外,,
exceptional,,adj.,例外的,,
excess,,n.,过量，过度,,
excessive,,adj.,过度的,,
exchange,ɪks'tʃeɪndʒ,v./n.,交换；交流；兑换,We exchanged gifts at the party.,我们在聚会上交换了礼物。
excite,ɪk'saɪt,v.,使兴奋；使激动,The good news excited everyone.,好消息让大家很兴奋。
